Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
1718550,Riachinho (TO),51889,1347,7769,1194,7442,34137
1718659,Rio da Conceição (TO),23166,446,570,837,3490,17824
1718709,Rio dos Bois (TO),54771,1227,24311,1349,7390,20494
1718758,Rio Sono (TO),78948,2530,18812,2455,11470,43681
1718808,Sampaio (TO),44538,1162,3584,995,6894,31903
1718840,Sandolândia (TO),78446,3246,34523,1853,14343,24480
1718865,Santa Fé do Araguaia (TO),124557,6467,34994,6263,26477,50355
1718881,Santa Maria do Tocantins (TO),58071,1548,21342,1708,8583,24890
1718899,Santa Rita do Tocantins (TO),120893,11217,43961,2718,44300,18697
1718907,Santa Rosa do Tocantins (TO),144877,7761,65360,4373,34342,33041
1719004,Santa Tereza do Tocantins (TO),36096,1783,4184,899,7250,21980
1720002,Santa Terezinha do Tocantins (TO),32725,999,7285,916,4853,18671
1720101,São Bento do Tocantins (TO),57175,2135,7873,1538,10424,35205
1720150,São Félix do Tocantins (TO),23257,605,3974,887,4480,13311
1720200,São Miguel do Tocantins (TO),221612,4495,109129,4474,21868,81646
1720259,São Salvador do Tocantins (TO),36387,925,5775,1091,6038,22558
1720309,São Sebastião do Tocantins (TO),50351,1212,6904,2328,7202,32705
1720499,São Valério (TO),94746,5233,34249,2656,23226,29382
1720655,Silvanópolis (TO),173720,10717,59606,10133,55938,37326
1720804,Sítio Novo do Tocantins (TO),105516,3943,11957,4243,20659,64714
1720853,Sucupira (TO),61841,1301,37044,1646,7167,14683
1720903,Taguatinga (TO),236670,13211,26034,19551,69450,108423
1720937,Taipas do Tocantins (TO),27860,990,3914,1170,4435,17352
1720978,Talismã (TO),89542,3698,40261,3349,17171,25063
1721000,Palmas (TO),10449601,1478223,64374,1174683,5517116,2215205
1721109,Tocantínia (TO),129064,3273,51863,5086,18141,50701
1721208,Tocantinópolis (TO),325410,29937,10145,30649,112420,142258
1721257,Tupirama (TO),53895,1255,27593,1638,7222,16187
1721307,Tupiratins (TO),31483,866,4472,1105,4470,20570
1722081,Wanderlândia (TO),134843,9766,12599,12290,28142,72047
1722107,Xambioá (TO),281086,23806,19480,90038,68119,79644
2100055,Açailândia (MA),2357043,301580,213902,588665,813112,439784
2100105,Afonso Cunha (MA),46162,1314,11485,1785,9497,22080
2100154,Água Doce do Maranhão (MA),86648,3706,5035,3014,23298,51596
2100204,Alcântara (MA),125752,5815,12943,7103,30633,69257
2100303,Aldeias Altas (MA),199597,8086,41696,14867,38263,96684
2100402,Altamira do Maranhão (MA),58789,2418,11562,1826,11970,31012
2100436,Alto Alegre do Maranhão (MA),262723,32392,6538,13642,121475,88677
2100477,Alto Alegre do Pindaré (MA),206103,10688,19306,7801,48233,120075
2100501,Alto Parnaíba (MA),339119,13814,191808,12419,77235,43843
2100550,Amapá do Maranhão (MA),51980,2546,8319,1462,13036,26617
2100600,Amarante do Maranhão (MA),306977,13442,74427,9296,71288,138524
2100709,Anajatuba (MA),171295,5571,34124,5106,38900,87594
2100808,Anapurus (MA),121106,4914,15352,5503,33663,61674
2100832,Apicum-Açu (MA),117759,4910,15188,3776,27910,65975
2100873,Araguanã (MA),79632,2587,9177,2172,15031,50664
2100907,Araioses (MA),270228,13127,28539,8057,69747,150758
2100956,Arame (MA),236636,12001,47071,7628,59690,110246
2101004,Arari (MA),252650,16077,40173,9597,81290,105514
2101103,Axixá (MA),78702,3935,10896,2904,19787,41180
2101202,Bacabal (MA),1257079,140080,49879,70535,628905,367680
2101251,Bacabeira (MA),253430,21547,12703,95976,56615,66591
2101301,Bacuri (MA),114157,3356,8496,3973,27295,71036
2101350,Bacurituba (MA),35684,1326,3671,1250,7739,21698
2101400,Balsas (MA),3495336,431110,873435,172723,1649498,368570
2101509,Barão de Grajaú (MA),203725,28537,7076,9349,97404,61360
2101608,Barra do Corda (MA),712106,53835,43944,34573,285873,293882
2101707,Barreirinhas (MA),482388,35308,32255,21425,189145,204255
2101731,Belágua (MA),47351,1012,2048,1672,9717,32902
2101772,Bela Vista do Maranhão (MA),82484,3283,6813,4505,22149,45735
2101806,Benedito Leite (MA),42639,1147,9095,2196,9173,21029
2101905,Bequimão (MA),122934,6217,11850,4290,35474,65103
2101939,Bernardo do Mearim (MA),51278,1940,10898,2940,11357,24142
2101970,Boa Vista do Gurupi (MA),59699,4158,3992,2000,18202,31348
2102002,Bom Jardim (MA),318249,15294,70026,21417,73415,138097
2102036,Bom Jesus das Selvas (MA),278480,17175,51084,9674,74388,126160
2102077,Bom Lugar (MA),93834,3555,15943,2612,20165,51559
2102101,Brejo (MA),255386,15211,29832,10030,82545,117768
2102150,Brejo de Areia (MA),58834,2190,7764,1748,13142,33991
2102200,Buriti (MA),191950,7876,23785,7640,49996,102653
2102309,Buriti Bravo (MA),173258,8425,19564,16707,47680,80883
2102325,Buriticupu (MA),548058,31527,99544,20556,168218,228213
2102358,Buritirana (MA),96203,3003,18708,2875,19728,51890
2102374,Cachoeira Grande (MA),56015,1305,5987,1680,10682,36361
2102408,Cajapió (MA),59648,1602,6109,2128,11735,38074
2102507,Cajari (MA),109599,2339,18088,2754,19426,66992
2102556,Campestre do Maranhão (MA),197617,13663,68274,22979,44094,48608
2102606,Cândido Mendes (MA),135847,5670,12510,7532,34591,75543
2102705,Cantanhede (MA),130784,6255,5801,6515,36149,76065
2102754,Capinzal do Norte (MA),166016,5386,14612,52432,38351,55235
2102804,Carolina (MA),353288,23258,109176,14401,117469,88984
2102903,Carutapera (MA),166809,9587,19531,8482,50758,78452
2103000,Caxias (MA),1814299,210869,47693,176775,794932,584030
2103109,Cedral (MA),68865,1981,12711,2270,13914,37989
2103125,Central do Maranhão (MA),46964,1974,3576,1523,11206,28686
2103158,Centro do Guilherme (MA),86299,3683,11769,2416,19454,48977
2103174,Centro Novo do Maranhão (MA),138161,6513,25144,3991,31520,70993
2103208,Chapadinha (MA),738027,73759,24881,34664,348177,256547
2103257,Cidelândia (MA),145018,8528,39606,6171,34830,55883
2103307,Codó (MA),1035102,105691,51399,109985,381514,386513
2103406,Coelho Neto (MA),363805,27734,28746,20694,125045,161585
2103505,Colinas (MA),403960,29502,42931,34937,148019,148571
2103554,Conceição do Lago-Açu (MA),123274,2908,23203,3378,23042,70743
2103604,Coroatá (MA),444376,28130,23361,26848,157566,208470
2103703,Cururupu (MA),230659,10414,32369,7401,68979,111496
2103752,Davinópolis (MA),436086,101190,8428,13995,259083,53390
2103802,Dom Pedro (MA),235258,19723,13262,20810,93548,87915
2103901,Duque Bacelar (MA),75989,2971,8571,3032,17788,43627
2104008,Esperantinópolis (MA),143635,8428,12880,8523,48417,65388
2104057,Estreito (MA),942260,44038,39089,523052,190627,145453
2104073,Feira Nova do Maranhão (MA),81562,3367,29787,3225,16564,28618
2104081,Fernando Falcão (MA),69039,1818,19860,2032,11490,33839
2104099,Formosa da Serra Negra (MA),145682,7724,35775,3874,36435,61873
2104107,Fortaleza dos Nogueiras (MA),160699,8584,47513,8418,49148,47035
2104206,Fortuna (MA),111195,5436,16286,5280,30500,53692
2104305,Godofredo Viana (MA),408812,23314,8415,266699,68525,41857
2104404,Gonçalves Dias (MA),127273,6688,12692,5379,38626,63888
2104503,Governador Archer (MA),68148,2939,8765,2696,19631,34117
2104552,Governador Edison Lobão (MA),266117,27791,10815,94557,69021,63932
2104602,Governador Eugênio Barros (MA),102724,4496,11846,3227,26962,56193
2104628,Governador Luiz Rocha (MA),52836,2131,11153,2273,12937,24342
2104651,Governador Newton Bello (MA),67181,1793,13539,2225,11917,37708
2104677,Governador Nunes Freire (MA),220741,12722,18068,7674,70810,111468
2104701,Graça Aranha (MA),41109,2075,5467,2119,10874,20574
2104800,Grajaú (MA),740105,65236,107506,52075,283478,231809
2104909,Guimarães (MA),82736,3039,15177,3562,18164,42794
2105005,Humberto de Campos (MA),161604,6619,12654,6551,38601,97180
2105104,Icatu (MA),162343,6169,14387,5392,36124,100271
2105153,Igarapé do Meio (MA),198012,24272,19067,51503,44814,58355
2105203,Igarapé Grande (MA),93441,5420,8704,5827,30724,42767
2105302,Imperatriz (MA),7458048,1011852,33425,1894855,3499734,1018182
2105351,Itaipava do Grajaú (MA),87607,2662,10054,2556,17501,54834
2105401,Itapecuru Mirim (MA),553391,56751,18218,55126,203958,219338
2105427,Itinga do Maranhão (MA),328526,22870,97105,15608,96269,96675
2105450,Jatobá (MA),66883,1307,12436,2440,12027,38673
2105476,Jenipapo dos Vieiras (MA),97773,2658,18348,2839,16793,57134
2105500,João Lisboa (MA),214359,11369,24136,19539,69704,89611
2105609,Joselândia (MA),85330,3940,10154,3684,22741,44810
2105658,Junco do Maranhão (MA),43619,1812,12059,1324,10404,18019
2105708,Lago da Pedra (MA),415036,29684,34488,17277,166587,166999
2105807,Lago do Junco (MA),70237,2316,7020,3506,16478,40917
2105906,Lago Verde (MA),116802,3647,17696,3903,26811,64745
2105922,Lagoa do Mato (MA),74416,3146,11741,2575,18298,38656
2105948,Lago dos Rodrigues (MA),74903,3449,12159,4145,20261,34889
2105963,Lagoa Grande do Maranhão (MA),77200,3622,10232,2431,20677,40238
2105989,Lajeado Novo (MA),74055,4309,17297,2414,20598,29437
2106003,Lima Campos (MA),148289,6351,5647,44817,39242,52232
2106102,Loreto (MA),193591,6722,89150,8114,45103,44502
2106201,Luís Domingues (MA),46197,1699,6007,1941,11108,25441
2106300,Magalhães de Almeida (MA),118414,5013,16446,5462,27809,63684
2106326,Maracaçumé (MA),172340,14171,16511,7290,62951,71418
2106359,Marajá do Sena (MA),61165,1368,14952,1577,10990,32278
2106375,Maranhãozinho (MA),102471,4971,16138,5209,20480,55672
2106409,Mata Roma (MA),145594,5616,14451,23647,35065,66815
2106508,Matinha (MA),165708,9053,22738,8566,44618,80733
2106607,Matões (MA),194797,9119,12399,7714,48588,116978
2106631,Matões do Norte (MA),75065,1263,8609,2470,11532,51190
2106672,Milagres do Maranhão (MA),49939,1138,8905,1477,8890,29528
2106706,Mirador (MA),181430,8657,38682,6813,51906,75372
2106755,Miranda do Norte (MA),482235,40325,10355,246233,79638,105684
2106805,Mirinzal (MA),95253,5628,5280,3971,33790,46584
2106904,Monção (MA),234780,8029,37802,9924,48004,131020
2107001,Montes Altos (MA),62892,2228,15203,3015,14162,28284
2107100,Morros (MA),135316,8765,5152,5209,41404,74786
2107209,Nina Rodrigues (MA),77043,1957,3953,3094,13695,54344
2107258,Nova Colinas (MA),56685,1778,20497,1815,11064,21531
2107308,Nova Iorque (MA),38421,1332,6923,1611,8707,19848
2107357,Nova Olinda do Maranhão (MA),141323,5804,25403,4231,32975,72910
2107407,Olho d'Água das Cunhãs (MA),148790,6880,20220,5022,40819,75849
2107456,Olinda Nova do Maranhão (MA),89152,4735,8566,4016,22716,49119
2107506,Paço do Lumiar (MA),992331,73437,18978,108635,415972,375309
2107605,Palmeirândia (MA),125227,4427,15386,4586,28496,72331
2107704,Paraibano (MA),165570,10438,16039,12047,51651,75395
2107803,Parnarama (MA),235575,11726,36671,9790,57488,119900
2107902,Passagem Franca (MA),154387,7741,25375,10477,43769,67025
2108009,Pastos Bons (MA),198420,12580,32371,22416,54752,76300
2108058,Paulino Neves (MA),104791,9144,5780,3128,24285,62454
2108108,Paulo Ramos (MA),162575,9414,18341,6202,49915,78704
2108207,Pedreiras (MA),583302,62941,19401,53000,308705,139255
2108256,Pedro do Rosário (MA),146945,4645,13244,4230,29382,95444
2108306,Penalva (MA),217379,9280,20388,7079,53357,127275
2108405,Peri Mirim (MA),77552,3300,8017,2929,19058,44249
2108454,Peritoró (MA),203358,21245,9056,7343,83484,82230
2108504,Pindaré-Mirim (MA),270135,15187,17592,15464,78315,143576
2108603,Pinheiro (MA),896948,108251,45713,37952,432443,272588
2108702,Pio XII (MA),141081,8477,13491,7965,47530,63617
2108801,Pirapemas (MA),116214,4604,8207,4496,27848,71058
2108900,Poção de Pedras (MA),152659,6996,23181,4775,44097,73610
2109007,Porto Franco (MA),517823,81442,31083,106953,199287,99058
2109056,Porto Rico do Maranhão (MA),44685,1116,7414,1759,8782,25613
2109106,Presidente Dutra (MA),585585,70813,21856,36371,297812,158733
2109205,Presidente Juscelino (MA),82197,1695,13258,2737,14223,50284
2109239,Presidente Médici (MA),48279,1698,9559,1575,9953,25494
2109270,Presidente Sarney (MA),129161,2963,26439,4574,27904,67280
2109304,Presidente Vargas (MA),68627,1823,3756,2208,14687,46153
2109403,Primeira Cruz (MA),71618,1178,9953,2025,10892,47570
2109452,Raposa (MA),250624,19756,17689,30615,86788,95777
2109502,Riachão (MA),335436,13309,156042,15226,78209,72649
2109551,Ribamar Fiquene (MA),94326,3781,33889,5787,20363,30507
2109601,Rosário (MA),371816,35554,10321,31514,149246,145182
2109700,Sambaíba (MA),187254,8589,110888,6693,38656,22428
2109759,Santa Filomena do Maranhão (MA),51153,2072,7454,1886,12246,27495
2109809,Santa Helena (MA),269185,13126,30979,7965,77143,139973
2109908,Santa Inês (MA),1245837,164637,21190,63322,682317,314371
2110005,Santa Luzia (MA),562325,30610,117040,19479,164492,230705
2110039,Santa Luzia do Paruá (MA),209953,15730,30484,9187,72101,82450
2110104,Santa Quitéria do Maranhão (MA),183337,9540,14902,7636,54938,96323
2110203,Santa Rita (MA),281371,29476,8739,23709,97869,121578
2110237,Santana do Maranhão (MA),66994,1708,3914,1888,12967,46517
2110278,Santo Amaro do Maranhão (MA),79028,2401,8183,2111,14856,51477
2110302,Santo Antônio dos Lopes (MA),1864781,109151,14748,1574110,71407,95365
2110401,São Benedito do Rio Preto (MA),126522,5014,4611,5871,33026,78000
2110500,São Bento (MA),271177,15228,11269,11899,88320,144460
2110609,São Bernardo (MA),283893,27064,30600,11551,106093,108585
2110658,São Domingos do Azeitão (MA),174264,17816,54976,6059,65927,29486
2110708,São Domingos do Maranhão (MA),291707,19695,33800,13251,107818,117143
2110807,São Félix de Balsas (MA),44479,1823,11537,2481,9511,19127
2110856,São Francisco do Brejão (MA),99643,5096,25744,4322,22409,42072
2110906,São Francisco do Maranhão (MA),76223,2163,10116,3252,16553,44138
2111003,São João Batista (MA),123149,4796,12606,3729,32529,69488
2111029,São João do Carú (MA),93763,2834,12962,2447,19869,55650
2111052,São João do Paraíso (MA),120395,5878,34410,3822,30060,46225
2111078,São João do Soter (MA),109228,3315,9403,3741,21943,70826
2111102,São João dos Patos (MA),273653,22213,20332,20083,122582,88443
2111201,São José de Ribamar (MA),2133553,246365,21486,199890,1099186,566625
2111250,São José dos Basílios (MA),53447,1944,7899,2230,12915,28460
2111300,São Luís (MA),32103746,7487586,21568,6023972,14908473,3662147
2111409,São Luís Gonzaga do Maranhão (MA),139803,4769,24414,4551,33772,72298
2111508,São Mateus do Maranhão (MA),321774,20930,32621,15859,116992,135371
2111532,São Pedro da Água Branca (MA),106767,9506,12304,8298,28116,48544
2111573,São Pedro dos Crentes (MA),53115,2750,16586,1469,12897,19412
2111607,São Raimundo das Mangabeiras (MA),514142,33954,236360,62669,113524,67636
2111631,São Raimundo do Doca Bezerra (MA),36194,1027,4580,1308,8156,21122
2111672,São Roberto (MA),40975,996,4069,1261,8155,26493
2111706,São Vicente Ferrer (MA),132458,5598,15272,4829,33642,73117
2111722,Satubinha (MA),77915,2198,8188,2254,14855,50420
2111748,Senador Alexandre Costa (MA),88853,4737,12407,2936,24593,44180
2111763,Senador La Rocque (MA),146338,7155,28732,7000,42424,61027
2111789,Serrano do Maranhão (MA),53573,1525,5836,1589,10498,34125
2111805,Sítio Novo (MA),167624,7593,48015,4621,36777,70619
2111904,Sucupira do Norte (MA),79727,3261,16154,3118,19543,37650
2111953,Sucupira do Riachão (MA),41393,1634,7536,1933,8937,21352
2112001,Tasso Fragoso (MA),1207259,25060,912683,47956,180923,40636
2112100,Timbiras (MA),170570,7486,8048,7981,46400,100654
2112209,Timon (MA),1899057,233480,17523,203128,877633,567292
2112233,Trizidela do Vale (MA),332775,12437,15535,136564,83868,84373
2112274,Tufilândia (MA),49423,1063,5310,1681,9956,31413
2112308,Tuntum (MA),325231,14336,53505,13270,86400,157720
2112407,Turiaçu (MA),241083,6915,65896,7113,45322,115837
2112456,Turilândia (MA),162577,4805,31808,4470,32857,88637
2112506,Tutóia (MA),414405,28655,26550,15169,138866,205165
2112605,Urbano Santos (MA),196548,10491,9490,7252,58292,111022
2112704,Vargem Grande (MA),343227,19142,19074,13756,99585,191671
2112803,Viana (MA),406699,27375,49453,15226,143815,170830
2112852,Vila Nova dos Martírios (MA),117705,6167,30333,4290,27111,49804
2112902,Vitória do Mearim (MA),244006,15378,29574,11006,78849,109200
2113009,Vitorino Freire (MA),253532,14870,30666,9498,86427,112071
2114007,Zé Doca (MA),442966,37690,39838,17400,174572,173467
2200053,Acauã (PI),55369,2660,6248,2101,11849,32512
2200103,Agricolândia (PI),40855,1801,3665,2049,8234,25106
2200202,Água Branca (PI),216572,16019,3477,13509,98140,85428
2200251,Alagoinha do Piauí (PI),59025,2509,9000,1911,11812,33793
2200277,Alegrete do Piauí (PI),42275,2259,6270,1357,9668,22721
2200301,Alto Longá (PI),107804,4827,9096,4295,23194,66392
2200400,Altos (PI),455637,40827,11808,46785,167888,188331
2200459,Alvorada do Gurguéia (PI),62525,4039,11398,2035,14918,30135
2200509,Amarante (PI),155944,10438,12416,7087,48505,77498
2200608,Angical do Piauí (PI),68825,5336,4906,2893,24568,31120
2200707,Anísio de Abreu (PI),82142,5036,3462,4190,22801,46652
2200806,Antônio Almeida (PI),86389,4810,17571,28552,17265,18192
2200905,Aroazes (PI),49863,2813,4043,1949,12442,28616
2200954,Aroeiras do Itaim (PI),22512,861,3780,706,3394,13772
2201002,Arraial (PI),39454,1785,2408,1357,9077,24828
2201051,Assunção do Piauí (PI),55546,1789,5018,1550,9444,37745
2201101,Avelino Lopes (PI),84076,3937,6756,4549,17644,51190
2201150,Baixa Grande do Ribeiro (PI),863678,76073,524259,35447,159695,68204
2201176,Barra D'Alcântara (PI),36898,1814,1583,1438,9091,22972
2201200,Barras (PI),439801,26463,24250,20030,139879,229180
2201309,Barreiras do Piauí (PI),29045,764,2688,1089,4569,19935
2201408,Barro Duro (PI),77110,4801,8802,10305,18175,35028
2201507,Batalha (PI),207609,10265,14969,10241,52432,119702
2201556,Bela Vista do Piauí (PI),38436,2000,6188,1164,7590,21495
2201572,Belém do Piauí (PI),33481,1232,2387,3450,6496,19918
2201606,Beneditinos (PI),82504,3969,5901,3361,19084,50190
2201705,Bertolínia (PI),61091,8048,4219,6937,13455,28433
2201739,Betânia do Piauí (PI),52479,2732,2847,1474,12764,32661
2201770,Boa Hora (PI),53718,2036,5151,1332,10574,34624
2201804,Bocaina (PI),46795,2424,8576,1807,10084,23904
2201903,Bom Jesus (PI),839543,99800,212597,38321,361783,127042
2201919,Bom Princípio do Piauí (PI),52788,4849,7982,1571,9399,28987
2201929,Bonfim do Piauí (PI),44072,2144,2466,1243,10571,27648
2201945,Boqueirão do Piauí (PI),46612,1739,1659,1204,10213,31798
2201960,Brasileira (PI),58932,2049,3057,2905,11352,39569
2201988,Brejo do Piauí (PI),35021,1455,3626,1215,7024,21701
2202000,Buriti dos Lopes (PI),183604,12578,20455,7845,48409,94316
